20050209,0.7389800,1,1
20050223,0.7389800,1,69.99
20050525,0.7423742,1,66.4
20050826,0.7459692,1,66.08
20051125,0.7495993,1,66.57
20060223,0.7532200,1,63.96
20060525,0.7570074,1,65.69
20060828,0.7607131,1,69.53
20061127,0.7642303,1,70
20070223,0.7677400,1,85
20070525,0.7706412,1,90.73
20070828,0.7733689,1,86.2
20071127,0.7762505,1,52
20080226,0.7786464,1,52
20080527,0.7810496,1,57.5
20080826,0.7837758,1,47.44
20081124,0.7870940,1,44.15
20090224,0.7906758,1,35.11
20090526,0.7952056,1,43.75
20090826,0.7995919,1,46.05
20091124,0.8037810,1,45.2
20100223,0.8080717,1,40.94
20100525,0.8128367,1,39.75
20100826,0.8186030,1,43.31
20101124,0.8239297,1,48.9
20110223,0.8286747,1,45.62
20110601,0.8337922,1,46.55
20110826,0.8395636,1,43.51
20111125,0.8457841,1,39.53
20120229,0.8526867,1,44.28
20120529,0.8588937,1,40
20120828,0.8658202,1,43.5
20121127,0.8722367,1,40.29
20130227,0.8792198,1,45.5
20130528,0.8854471,1,52.3
20130827,0.8908981,1,50
20131125,0.8966366,1,53.99
20140225,0.9019827,1,52.38
20140527,0.9083994,1,64.76
20141121,0.9136193,1,99.82
20150224,0.9170184,1,88.55
20150526,0.9212841,1,83.1
20151124,0.9258520,1,92.51
20160302,0.9299736,1,86
20160601,0.9344285,1,101
20170828,0.9382372,1,90.21
20180301,0.9425209,1,79.5
20180531,0.9474069,1,70
20180829,0.9529887,1,68.5
20190228,0.9587270,1,66
20190530,0.9647200,1,62.8
20190828,0.9710597,1,61
20191127,0.9802191,1,55
20200305,0.9904841,1,59.9
20501231,1,1,0